no,token,pos,actual_label,predicted_label,sent_no,token_no,sent
274,Ἕλληνας,Nb,ethnic,0,1184,6,ὡς δ’ ἐσέπεσον φερόμενοι ἐς τοὺς Ἕλληνας οἱ Μῆδοι ἔπιπτον πολλοί
275,Σπαρτιητέων,Nb,ethnic,0,1187,5,ἔπιπτον δὲ καὶ αὐτῶν τῶν Σπαρτιητέων ἐνθαῦτα ὀλίγοι
276,Ἕλληνες,Nb,ethnic,0,1189,2,οἱ δὲ Ἕλληνες κατὰ τάξις τε καὶ κατὰ ἔθνεα κεκοσμημένοι ἦσαν καὶ ἐν μέρεϊ ἕκαστοι ἐμάχοντο πλὴν Φωκέων
277,Ἑλλήνων,Nb,ethnic,0,1193,9,τοῦτο μὲν γὰρ τῷδε χρὴ σταθμώσασθαι ὅτι οἱ τῶν Ἑλλήνων Πυλαγόροι ἐπεκήρυξαν οὐκ ἐπὶ Ὀνήτῃ τε καὶ Κορυδαλλῷ ἀργύριον ἀλλ’ ἐπὶ Ἐπιάλτῃ τῷ Τρηχινίῳ πάντως κου τὸ ἀτρεκέστατον πυθόμενοι
278,Σπαρτιητέων,Nb,ethnic,0,1200,3,αὐτῷ δὲ καὶ Σπαρτιητέων τοῖσι παρεοῦσι οὐκ ἔχειν εὐπρεπέως ἐκλιπεῖν τὴν τάξιν ἐς τὴν ἦλθον φυλάξοντες ἀρχήν
279,Σπάρτης,Ne,place,0,1201,8,μένοντι δὲ αὐτοῦ κλέος μέγα ἐλείπετο καὶ ἡ Σπάρτης εὐδαιμονίη οὐκ ἐξηλείφετο
280,Σπάρτης,Ne,place,0,1203,3,ὑμῖν δ’ ὦ Σπάρτης οἰκήτορες εὐρυχόροιο ἢ μέγα ἄστυ ἐρικυδὲς ὑπ’ ἀνδράσι Περσεΐδῃσι πέρθεται ἢ τὸ μὲν οὐχί ἀφ’ Ἡρακλέους δὲ γενέθλης πενθήσει βασιλῆ φθίμενον Λακεδαίμονος οὖρος
281,Σπαρτιητέων,Nb,ethnic,0,1204,10,ταῦτά τε δὴ ἐπιλεγόμενον Λεωνίδην καὶ βουλόμενον κλέος καταθέσθαι μούνων Σπαρτιητέων ἀποπέμψαι τοὺς συμμάχους μᾶλλον ἢ γνώμῃ διενειχθέντας οὕτω ἀκόσμως οἴχεσθαι τοὺς οἰχομένους
282,Ἕλληνες,Nb,ethnic,0,1205,12,οἵ τε δὴ βάρβαροι οἱ ἀμφὶ Ξέρξην προσήισαν καὶ οἱ ἀμφὶ Λεωνίδην Ἕλληνες ὡς τὴν ἐπὶ θανάτῳ ἔξοδον ποιεύμενοι ἤδη πολλῶ μᾶλλον ἢ κατ’ ἀρχὰς ἐπεξήισαν ἐς τὸ εὐρύτερον τοῦ αὐχένος
283,Ἕλληνες,Nb,ethnic,0,1209,6,ὡς δὲ τούτους ἥκειν ἐπύθοντο οἱ Ἕλληνες ἐνθεῦτεν ἤδη ἑτεροιοῦτο τὸ νεῖκος
284,Σπαρτιήτης,Nb,ethnic,0,1210,11,Λακεδαιμονίων δὲ καὶ Θεσπιέων τοιούτων γενομένων ὅμως λέγεται ἀνὴρ ἄριστος γενέσθαι Σπαρτιήτης Διηνέκης
285,Σπάρτης,Ne,place,0,1212,20,μνῆμα τόδε κλεινοῖο Μεγιστία ὅν ποτε Μῆδοι Σπερχειὸν ποταμὸν κτεῖναν ἀμειψάμενοι μάντιος ὃς τότε κῆρας ἐπερχομένας σάφα εἰδώς οὐκ ἔτλη Σπάρτης ἡγεμόνα προλιπεῖν
286,Σπαρτιητέων,Nb,ethnic,0,1215,5,οὔτε οἱ πῦρ οὐδεὶς ἔναυε Σπαρτιητέων οὔτε διελέγετο
287,Ἑλλήνων,Nb,ethnic,0,1217,11,οἱ δὲ Θηβαῖοι τῶν ὁ Λεοντιάδης ἐστρατήγεε τέως μὲν μετὰ τῶν Ἑλλήνων ἐόντες ἐμάχοντο ὑπ’ ἀναγκαίης ἐχόμενοι πρὸς τὴν βασιλέος στρατιήν
288,Ἑλλήνων,Nb,ethnic,0,1218,14,ὡς δὲ εἶδον κατυπέρτερα τῶν Περσέων γινόμενα τὰ πρήγματα οὕτω δή τῶν σὺν Λεωνίδῃ Ἑλλήνων ἐπειγομένων ἐπὶ τὸν κολωνόν ἀποσχισθέντες τούτων χεῖράς τε προέτεινον καὶ ἤισαν ἆσσον τῶν βαρβάρων λέγοντες τὸν ἀληθέστατον τῶν λόγων ὡς καὶ μηδίζουσι καὶ γῆν τε καὶ ὕδωρ ἐν πρώτοισι ἔδοσαν βασιλέι ὑπὸ δὲ ἀναγκαίης ἐχόμενοι ἐς Θερμοπύλας ἀπικοίατο καὶ ἀναίτιοι εἶεν τοῦ τρώματος τοῦ γεγονότος βασιλέι
289,Ἕλληνες,Nb,ethnic,0,1219,5,οἱ μὲν δὴ περὶ Θερμοπύλας Ἕλληνες οὕτω ἠγωνίσαντο
290,Σπάρτη,Ne,place,0,1220,4,ἔστι ἐν τῇ Λακεδαίμονι Σπάρτη πόλις ἀνδρῶν ὀκτακισχιλίων μάλιστα καὶ οὗτοι πάντες εἰσὶ ὅμοιοι τοῖσι ἐνθάδε μαχεσαμένοισι
291,Ἑλλάδος,Ne,place,0,1222,13,παροίκου δὲ πολέμου σφι ἐόντος οἰκηίου οὐδὲν δεινοὶ ἔσονταί τοι μὴ τῆς ἄλλης Ἑλλάδος ἁλισκομένης ὑπὸ τοῦ πεζοῦ βοηθέωσι ταύτῃ
292,Ἑλλήνων,Nb,ethnic,0,1230,2,οἱ δὲ Ἑλλήνων ἐς τὸν ναυτικὸν στρατὸν ταχθέντες ἦσαν οἵδε Ἀθηναῖοι μὲν νέας παρεχόμενοι ἑκατὸν καὶ εἴκοσι καὶ ἑπτά
293,Ἀθηναίοισι,A-,ethnic,0,1231,13,ὑπὸ δὲ ἀρετῆς τε καὶ προθυμίης Πλαταιέες ἄπειροι τῆς ναυτικῆς ἐόντες συνεπλήρουν τοῖσι Ἀθηναίοισι τὰς νέας
294,Σπαρτιῆται,Nb,ethnic,0,1233,9,τὸν δὲ στρατηγὸν τὸν τὸ μέγιστον κράτος ἔχοντα παρείχοντο Σπαρτιῆται Εὐρυβιάδην Εὐρυκλείδεω
295,Ἑλλάς,Ne,place,0,1235,22,ἀντιβάντων δὲ τῶν συμμάχων εἶκον οἱ Ἀθηναῖοι μέγα πεποιημένοι περιεῖναι τὴν Ἑλλάδα καὶ γνόντες εἰ στασιάσουσι περὶ τῆς ἡγεμονίης ὡς ἀπολέεται ἡ Ἑλλάς ὀρθὰ νοεῦντες
296,Ἕλληνας,Nb,ethnic,0,1238,4,ὁ δὲ Θεμιστοκλέης τοὺς Ἕλληνας ἐπισχεῖν ὧδε ποιέει
